TITULO_ORIGINAL;CRT;DATA_REQUERIMENTO_CRT;DATA_EMISSAO_CRT;DATA_VALIDADE_CRT;SITUACAO_CRT;PAIS;PRODUTO_SERVICO_ANUNCIADO;TIPO_PUBLICIDADE;QTD_VERSOES;CRTS_VERSOES;CLASSIFICACAO_OBRA;SEGMENTO;DURACAO_SEGUNDOS;PRODUTOR;DIRETOR;AGENCIA;CNPJ_AGENCIA;ANUNCIANTE;CNPJ_ANUNCIANTE;REQUERENTE;REGISTRO_ANCINE_REQUERENTE;CNPJ_REQUERENTE;UF_REQUERENTE;MUNICIPIO_REQUERENTE
"""MAIOR CAÇAMBA""";20240300370000;03/09/2024;11/09/2024;03/09/2025;EXPIRADO;;FIAT TITANO;COMUM;5;20240300370016|20240300370024|20240300370032|20240300370040|20240300370059;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;10;ESTRATECHGIA AUTOMACAO PRODUCAO E DISTRIBUICAO PUBLICITARIA LTDA;MARCELO GEMIGNANI DE CAMARGO;LEO BURNETT NEO COMUNICACAO LTDA.;10.389.403/0001-28;STELLANTIS AUTOMOVEIS BRASIL LTDA.;16.701.716/0001-56;ESTRATECHGIA AUTOMACAO PRODUCAO E DISTRIBUICAO PUBLICITARIA LTDA;49790;41.866.980/0001-97;SP;SAO PAULO
"""MOTOR TURBO DIESEL""";20240300380006;03/09/2024;11/09/2024;03/09/2025;EXPIRADO;;FIAT TITANO;COMUM;5;20240300380011|20240300380020|20240300380038|20240300380046|20240300380054;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;10;ESTRATECHGIA AUTOMACAO PRODUCAO E DISTRIBUICAO PUBLICITARIA LTDA;MARCELO GEMIGNANI DE CAMARGO;LEO BURNETT NEO COMUNICACAO LTDA.;10.389.403/0001-28;STELLANTIS AUTOMOVEIS BRASIL LTDA.;16.701.716/0001-56;ESTRATECHGIA AUTOMACAO PRODUCAO E DISTRIBUICAO PUBLICITARIA LTDA;49790;41.866.980/0001-97;SP;SAO PAULO
"""PULSE ABARTH""";20240303960003;05/09/2024;11/09/2024;05/09/2025;EXPIRADO;;FIAT PULSE ABARTH;COMUM;5;20240303960019|20240303960027|20240303960035|20240303960043|20240303960051;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;OUTROS MERCADOS;30;ESTRATECHGIA AUTOMACAO PRODUCAO E DISTRIBUICAO PUBLICITARIA LTDA;MARCELO GEMIGNANI DE CAMARGO;LEO BURNETT NEO COMUNICACAO LTDA.;10.389.403/0001-28;STELLANTIS AUTOMOVEIS BRASIL LTDA.;16.701.716/0001-56;ESTRATECHGIA AUTOMACAO PRODUCAO E DISTRIBUICAO PUBLICITARIA LTDA;49790;41.866.980/0001-97;SP;SAO PAULO
"""STRADA""";20240293630006;29/08/2024;05/09/2024;29/08/2025;EXPIRADO;;FIAT STRADA;COMUM;50;20240293630011|20240293630020|20240293630038|20240293630046|20240293630054|20240293630062|20240293630070|20240293630089|20240293630097|20240293630100|20240293630119|20240293630127|20240293630135|20240293630143|20240293630151|20240293630160|20240293630178|20240293630186|20240293630194|20240293630208|20240293630216|20240293630224|20240293630232|20240293630240|20240293630259|20240293630267|20240293630275|20240293630283|20240293630291|20240293630305|20240293630313|20240293630321|20240293630330|20240293630348|20240293630356|20240293630364|20240293630372|20240293630380|20240293630399|20240293630402|20240293630410|20240293630429|20240293630437|20240293630445|20240293630453|20240293630461|20240293630470|20240293630488|20240293630496|20240293630500;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;OUTROS MERCADOS;30;ESTRATECHGIA AUTOMACAO PRODUCAO E DISTRIBUICAO PUBLICITARIA LTDA;MARCELO GEMIGNANI DE CAMARGO;LEO BURNETT NEO COMUNICACAO LTDA.;10.389.403/0001-28;STELLANTIS AUTOMOVEIS BRASIL LTDA.;16.701.716/0001-56;ESTRATECHGIA AUTOMACAO PRODUCAO E DISTRIBUICAO PUBLICITARIA LTDA;49790;41.866.980/0001-97;SP;SAO PAULO
"""TITANO""";20240293140009;29/08/2024;05/09/2024;29/08/2025;EXPIRADO;;FIAT TITANO;COMUM;50;20240293140014|20240293140022|20240293140030|20240293140049|20240293140057|20240293140065|20240293140073|20240293140081|20240293140090|20240293140103|20240293140111|20240293140120|20240293140138|20240293140146|20240293140154|20240293140162|20240293140170|20240293140189|20240293140197|20240293140200|20240293140219|20240293140227|20240293140235|20240293140243|20240293140251|20240293140260|20240293140278|20240293140286|20240293140294|20240293140308|20240293140316|20240293140324|20240293140332|20240293140340|20240293140359|20240293140367|20240293140375|20240293140383|20240293140391|20240293140405|20240293140413|20240293140421|20240293140430|20240293140448|20240293140456|20240293140464|20240293140472|20240293140480|20240293140499|20240293140502;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;OUTROS MERCADOS;30;ESTRATECHGIA AUTOMACAO PRODUCAO E DISTRIBUICAO PUBLICITARIA LTDA;MARCELO GEMIGNANI DE CAMARGO;LEO BURNETT NEO COMUNICACAO LTDA.;10.389.403/0001-28;STELLANTIS AUTOMOVEIS BRASIL LTDA.;16.701.716/0001-56;ESTRATECHGIA AUTOMACAO PRODUCAO E DISTRIBUICAO PUBLICITARIA LTDA;49790;41.866.980/0001-97;SP;SAO PAULO
"""TRAÇÃO 4X4""";20240300300002;03/09/2024;11/09/2024;03/09/2025;EXPIRADO;;FIAT TITANO;COMUM;5;20240300300018|20240300300026|20240300300034|20240300300042|20240300300050;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;10;ESTRATECHGIA AUTOMACAO PRODUCAO E DISTRIBUICAO PUBLICITARIA LTDA;MARCELO GEMIGNANI DE CAMARGO;LEO BURNETT NEO COMUNICACAO LTDA.;10.389.403/0001-28;STELLANTIS AUTOMOVEIS BRASIL LTDA.;16.701.716/0001-56;ESTRATECHGIA AUTOMACAO PRODUCAO E DISTRIBUICAO PUBLICITARIA LTDA;49790;41.866.980/0001-97;SP;SAO PAULO
01 - AREIA DE BRITA - SET;20240301930000;04/09/2024;04/09/2024;04/09/2025;EXPIRADO;;Pedreira;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;PLATA DIGITAL SERVIÇOS LTDA;GUILHERME GARCIA TERREZA;PLATA DIGITAL SERVIÇOS LTDA;28.821.497/0001-28;MINERACAO SANTO ANTONIO DE VARGINHA LTDA;25.860.537/0001-52;PLATA DIGITAL SERVIÇOS LTDA;48894;28.821.497/0001-28;MG;VARGINHA
01 Criciúma Promo setembro;20240315400008;13/09/2024;13/09/2024;13/09/2025;EXPIRADO;;carro;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;FOCUS VIDEO LTDA;SERGIO SOUZA;;NÃO INFORMADO;MERCOSUL VEÍCULOS LTDA.;08.298.672/0001-37;FOCUS VIDEO LTDA;5066;07.288.838/0001-71;SC;TUBARAO
0114 – Liquidos A;20240287720007;26/08/2024;06/09/2024;26/08/2025;EXPIRADO;;Brahma;COMUM;6;20240287720012|20240287720020|20240287720039|20240287720047|20240287720055;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;30;KAIPE PRODUCOES ARTISTICAS LTDA;JESSICA GRAZIELLE DE ANGELO;AFRICA DDB BRASIL PUBLICIDADE LTDA.;60.741.303/0001-97;AMBEV S.A.;07.526.557/0001-00;KAIPE PRODUCOES ARTISTICAS LTDA;51151;45.789.968/0001-87;SP;SAO PAULO
02 - BRITA E A PEDREIRA SANTO ANTÔNIO - SET;20240301950000;04/09/2024;04/09/2024;04/09/2025;EXPIRADO;;Pedreira;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;PLATA DIGITAL SERVIÇOS LTDA;GUILHERME GARCIA TERREZA;PLATA DIGITAL SERVIÇOS LTDA;28.821.497/0001-28;MINERACAO SANTO ANTONIO DE VARGINHA LTDA;25.860.537/0001-52;PLATA DIGITAL SERVIÇOS LTDA;48894;28.821.497/0001-28;MG;VARGINHA
