TITULO_ORIGINAL;CRT;DATA_REQUERIMENTO_CRT;DATA_EMISSAO_CRT;DATA_VALIDADE_CRT;SITUACAO_CRT;PAIS;PRODUTO_SERVICO_ANUNCIADO;TIPO_PUBLICIDADE;QTD_VERSOES;CRTS_VERSOES;CLASSIFICACAO_OBRA;SEGMENTO;DURACAO_SEGUNDOS;PRODUTOR;DIRETOR;AGENCIA;CNPJ_AGENCIA;ANUNCIANTE;CNPJ_ANUNCIANTE;REQUERENTE;REGISTRO_ANCINE_REQUERENTE;CNPJ_REQUERENTE;UF_REQUERENTE;MUNICIPIO_REQUERENTE
*AGENDA LEMON 13/12*;20240435080000;11/12/2024;11/12/2024;11/12/2025;EXPIRADO;BRASIL;INSTITUCIONAL;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA ESTRANGEIRA;TODOS OS SEGMENTOS DE MERCADO;15;;;;NÃO INFORMADO;TELECASA IMOBILIARIA LTDA;46.803.291/0001-57;LEMON PRODUTORA AUDIOVISUAL LTDA;58586;22.742.644/0001-98;MG;UBERABA
02 MIGS;20240429550009;06/12/2024;06/12/2024;06/12/2025;EXPIRADO;;VESTUARIO;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;15;THIAGO DOS SANTOS GOULART - ME;RENAN RUIZ DIAS ALBERTO;;NÃO INFORMADO;MICHELE LUCIANA MACIEL PEREIRA ***********;19.510.706/0001-21;THIAGO DOS SANTOS GOULART - ME;34079;24.616.069/0001-02;RS;URUGUAIANA
024AMM 2024;20240431530001;09/12/2024;09/12/2024;09/12/2025;EXPIRADO;;INSTITUCIONAL;COMUM;5;20240431530017|20240431530025|20240431530033|20240431530041|20240431530050;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;30;FABIO RAFAEL MEINERZ ***********;FABIO RAFAEL MEINERZ;;NÃO INFORMADO;ASSOCIAÇÃO DOS MUNICIPIOS DAS MISSOES;89.989.255/0001-32;FABIO RAFAEL MEINERZ ***********;41854;31.615.546/0001-80;RS;SANTA ROSA
08 VAREJO BAIANAO 01 50;20240431300006;09/12/2024;17/12/2024;09/12/2025;EXPIRADO;;Varejo;COMUM;50;20240431300011|20240431300020|20240431300038|20240431300046|20240431300054|20240431300062|20240431300070|20240431300089|20240431300097|20240431300100|20240431300119|20240431300127|20240431300135|20240431300143|20240431300151|20240431300160|20240431300178|20240431300186|20240431300194|20240431300208|20240431300216|20240431300224|20240431300232|20240431300240|20240431300259|20240431300267|20240431300275|20240431300283|20240431300291|20240431300305|20240431300313|20240431300321|20240431300330|20240431300348|20240431300356|20240431300364|20240431300372|20240431300380|20240431300399|20240431300402|20240431300410|20240431300429|20240431300437|20240431300445|20240431300453|20240431300461|20240431300470|20240431300488|20240431300496|20240431300500;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;30;LIFE NEGOCIOS CRIATIVOS EIRELI;JOSE JORGE LAGO CARDOSO JUNIOR;;NÃO INFORMADO;RAFAEL BACETTO LTDA;36.213.646/0001-02;LIFE NEGOCIOS CRIATIVOS EIRELI;49743;43.409.776/0001-72;BA;SALVADOR
1 BILHÃO EM VENDAS;20240443760007;18/12/2024;18/12/2024;18/12/2025;EXPIRADO;;Institucional;COMUM;50;20240443760012|20240443760020|20240443760039|20240443760047|20240443760055|20240443760063|20240443760071|20240443760080|20240443760098|20240443760101|20240443760110|20240443760128|20240443760136|20240443760144|20240443760152|20240443760160|20240443760179|20240443760187|20240443760195|20240443760209|20240443760217|20240443760225|20240443760233|20240443760241|20240443760250|20240443760268|20240443760276|20240443760284|20240443760292|20240443760306|20240443760314|20240443760322|20240443760330|20240443760349|20240443760357|20240443760365|20240443760373|20240443760381|20240443760390|20240443760403|20240443760411|20240443760420|20240443760438|20240443760446|20240443760454|20240443760462|20240443760470|20240443760489|20240443760497|20240443760500;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);90;GRAVIDADE ZERO LTDA;LUIZ ALBERTO BACCETTE JUNIOR;IMMIGRANTS MARKETING E PROPAGANDA LTDA;30.965.294/0001-57;LPS RAUL FULGENCIO CONSULTORIA DE IMOVEIS S.A.;15.398.879/0001-49;GRAVIDADE ZERO LTDA;3431;07.267.272/0001-00;PR;LONDRINA
1 Edição do Ferreira Run;20240440210006;16/12/2024;16/12/2024;16/12/2025;EXPIRADO;;Evento;COMUM;2;20240440210011|20240440210020;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;SAMUEL SIMONCELLI LALUCCI - ME;SAMUEL SIMONCELLI LALUCCI;;NÃO INFORMADO;FERREIRA ENGENHARIA E CONSTRUÇÕES LTDA;02.025.911/0001-07;SAMUEL SIMONCELLI LALUCCI - ME;14042;09.502.875/0001-66;SP;ARACATUBA
1 Geladão Rodeio Fest;20240432390009;10/12/2024;10/12/2024;10/12/2025;EXPIRADO;;vt;COMUM;;;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);30;VAGNER LUIS MOTA DE OLIVEIRA ***********;VAGNER LUIS MOTA DE OLIVEIRA;;NÃO INFORMADO;NATALIA DE NAZARE DE SOUSA PINHEIRO;PESSOA FÍSICA;VAGNER LUIS MOTA DE OLIVEIRA ***********;20928;13.027.141/0001-40;PA;SANTAREM
10 - VENDAS - 05/01/25;20240452650006;24/12/2024;24/12/2024;24/12/2025;EXPIRADO;;TITULO DE CAPITALIZAÇÃO;COMUM;3;20240452650011|20240452650020|20240452650038;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;10;BATUTA FILMES LTDA;ALEXANDRE MILIANI;MRW PARTICIPACOES SOROCABA LTDA - EPP;21.825.829/0001-01;BANCO DE OLHOS DE SOROCABA;50.795.566/0001-25;BATUTA FILMES LTDA;2834;07.026.323/0001-01;SP;SOROCABA
10 - VENDAS - 12/01/25;20240456000006;30/12/2024;30/12/2024;30/12/2025;EXPIRADO;;TITULO DE CAPITALIZAÇÃO;COMUM;3;20240456000011|20240456000020|20240456000038;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;10;BATUTA FILMES LTDA;ALEXANDRE MILIANI;MRW PARTICIPACOES SOROCABA LTDA - EPP;21.825.829/0001-01;BANCO DE OLHOS DE SOROCABA;50.795.566/0001-25;BATUTA FILMES LTDA;2834;07.026.323/0001-01;SP;SOROCABA
10 - VENDAS - 15/12/24;20240424550000;04/12/2024;04/12/2024;04/12/2025;EXPIRADO;;TITULO DE CAPITALIZAÇÃO;COMUM;3;20240424550016|20240424550024|20240424550032;OBRA AUDIOVISUAL PUBLICITÁRIA BRASILEIRA FILMADA/GRAVADA NO BRASIL;TODOS OS SEGMENTOS DE MERCADO;10;BATUTA FILMES LTDA;ALEXANDRE MILIANI;MRW PARTICIPACOES SOROCABA LTDA - EPP;21.825.829/0001-01;BANCO DE OLHOS DE SOROCABA;50.795.566/0001-25;BATUTA FILMES LTDA;2834;07.026.323/0001-01;SP;SOROCABA
